Symbol	Name_1	Name_2	Currency	Type	Exchange	Employees
679382	"Sekisui Chemical Co., Ltd."	Sekisui Chemical	JPY	SHARE	TKS	"26,577.0"
679390	"Sekisui House, Ltd."	Sekisui House	JPY	SHARE	TKS	"28,821.0"
213815	Sempra Energy	Sempra Energy	USD	SHARE	NYS	"15,390.0"
BFMBMT	Sensata Technologies Holding PLC	Sensata Technologies Hldg	USD	SHARE	NYS	"21,300.0"
B80NXX	"ServiceNow, Inc."	ServiceNow	USD	SHARE	NYS	"16,881.0"
B0FS5D	"Seven & I Holdings Co., Ltd."	Seven & I Holdings	JPY	SHARE	TKS	"58,975.0"
B1FH8J	Severn Trent Plc	Severn Trent	GBP	SHARE	LON	"7,087.0"
BFFY88	"SG Holdings Co., Ltd."	SG Holdings	JPY	SHARE	TKS	"52,021.0"
482477	SGS SA	SGS	CHF	SHARE	SWX	"96,216.0"
BFD209	"Shandong Gold Mining Co., Ltd. Class H"	Shandong Gold Mining H	HKD	SHARE	HKG	"16,012.0"
674234	Shandong Weigao Group Medical Polymer Co. Ltd. Class H	Shandong Weigao Group H	HKD	SHARE	HKG	"11,123.0"
B7LV1N	"Shanghai Commercial & Savings Bank, Ltd."	Shanghai Commcl & Savings	TWD	SHARE	TAI	#N/A
B8XBQ9	"Shanghai Fosun Pharmaceutical (Group) Co., Ltd. Class H"	Shanghai Fosun Pharm H	HKD	SHARE	HKG	"36,279.0"
B4Q4CJ	Shanghai Pharmaceuticals Holding Co. Ltd. Class H	Shanghai Pharm Hldg H	HKD	SHARE	HKG	"47,056.0"
680060	Sharp Corporation	Sharp	JPY	SHARE	TKS	"50,478.0"
280183	Shaw Communications Inc. Class B	Shaw Communications B	CAD	SHARE	TSE	"9,400.0"
BP6MXD	Shell PLC	Shell Plc	GBP	SHARE	LON	"82,000.0"
BJVBTY	Shenzhen International Holdings Limited	Shenzhen Intl Hldgs	HKD	SHARE	HKG	"8,790.0"
B0MP1B	Shenzhou International Group Holdings Limited	Shenzhou International Group Holdings	HKD	SHARE	HKG	"95,820.0"
280421	Sherwin-Williams Company	Sherwin-Williams	USD	SHARE	NYS	"61,000.0"
680436	Shimadzu Corporation	Shimadzu	JPY	SHARE	TKS	"13,308.0"
680482	Shimano Inc.	Shimano	JPY	SHARE	TKS	"13,179.0"
B16YNS	Shimao Group Holdings Limited	Shimao Group Holdings	@NA	@NA	@NA	#N/A
BMF705	Shimao Services Holdings Limited	Shimao Services	HKD	SHARE	HKG	"24,334.0"
680440	Shimizu Corporation	Shimizu	JPY	SHARE	TKS	"16,586.0"
645258	Shin Kong Financial Holding Co. Ltd.	Shin Kong Financial Holding	TWD	SHARE	TAI	"16,859.0"
680458	Shin-Etsu Chemical Co Ltd	Shin-Etsu Chemical	JPY	SHARE	TKS	"24,069.0"
639750	"Shinhan Financial Group Co., Ltd."	Shinhan Financial Group	KRW	SHARE	KRX	#N/A
680468	"Shionogi & Co., Ltd."	Shionogi	JPY	SHARE	TKS	"5,485.0"
680526	"Shiseido Company,Limited"	Shiseido	JPY	SHARE	TKS	"35,318.0"
680532	"Shizuoka Bank, Ltd."	Shizuoka Bank	JPY	SHARE	TKS	"3,288.0"
680157	Shoprite Holdings Limited	Shoprite Holdings	ZAR	SHARE	JSE	#N/A
610035	Shree Cement Limited	Shree Cement	INR	SHARE	BOM	#N/A
680260	Shriram Transport Finance Co. Ltd.	Shriram Transport Finance	INR	SHARE	BOM	"24,452.0"
660991	Siam Cement Public Co. Ltd.	Siam Cement	THB	SHARE	BKK	#N/A
BL0L91	Sibanye Stillwater Limited	Sibanye Stillw	ZAR	SHARE	JSE	"84,981.0"
572797	Siemens AG	Siemens	EUR	SHARE	ETR	"303,000.0"
BMTVQK	Siemens Energy AG	Siemens Energy	EUR	SHARE	ETR	"92,000.0"
B01CP2	"Siemens Gamesa Renewable Energy, S.A."	Siemens Gamesa Renewable Energy	EUR	SHARE	MCE	"26,182.0"
BD594Y	Siemens Healthineers AG	Siemens Healthineers	EUR	SHARE	ETR	"66,000.0"
B15T56	Siemens Limited	Siemens	INR	SHARE	BOM	"8,608.0"
B00JQL	Signature Bank	Signature Bank	USD	SHARE	NAS	"1,854.0"
BF2DSG	Sika AG	Sika	CHF	SHARE	SWX	"27,059.0"
BH4DMW	Silergy Corp.	Silergy	TWD	SHARE	TAI	#N/A
B29TTR	Sime Darby Bhd.	Sime Darby	MYR	SHARE	KLS	"21,943.0"
BF6RHY	Sime Darby Plantation Bhd.	Sime Darby Plantation	MYR	SHARE	KLS	"80,000.0"
281245	"Simon Property Group, Inc."	Simon Property Group	USD	SHARE	NYS	"3,300.0"
BKP8Q1	Sinch AB	Sinch	SEK	SHARE	OME	"4,090.0"
681173	Singapore Airlines Ltd.	Singapore Airlines	SGD	SHARE	SES	"25,547.0"
630386	Singapore Exchange Ltd.	SGX	SGD	SHARE	SES	#N/A
604321	Singapore Technologies Engineering Ltd	Singapore Techs Eng	SGD	SHARE	SES	#N/A
B02PY1	Singapore Telecommunications Limited	SingTel	SGD	SHARE	SES	#N/A
B00XSF	Sino Biopharmaceutical Limited	Sino Biopharmaceutical	HKD	SHARE	HKG	"25,579.0"
681042	Sino Land Co. Ltd.	Sino Land	HKD	SHARE	HKG	"7,000.0"
652587	"SinoPac Financial Holdings Co., Ltd."	SinoPac Financial Hldgs	TWD	SHARE	TAI	"9,548.0"
B3ZVDV	"Sinopharm Group Co., Ltd. Class H"	Sinopharm Group H	HKD	SHARE	HKG	"113,234.0"
B296ZH	Sinotruk Hong Kong Ltd.	Sinotruk Hong Kong	HKD	SHARE	HKG	"28,502.0"
BGLDK1	"Sirius XM Holdings, Inc."	Sirius XM	USD	SHARE	NAS	"5,590.0"
B61X7R	"SITC International Holdings Co., Ltd."	SITC International Holdings	HKD	SHARE	HKG	"1,920.0"
BLF9YV	"SK Biopharmaceuticals Co., Ltd."	SK Biopharmaceuticals	KRW	SHARE	KRX	245.0
BMG75K	"SK bioscience Co.,Ltd."	SK bioscience	KRW	SHARE	KRX	"1,001.0"
BF2RZ4	"SK Chemicals Co., Ltd."	SK Chemicals	KRW	SHARE	KRX	"1,434.0"
645026	SK hynix Inc.	SK hynix	KRW	SHARE	KRX	"30,135.0"
BMDXML	"Sk Ie Technology Co., Ltd."	Sk Ie Technology Co	KRW	SHARE	KRX	272.0
B39Z8L	SK Inc.	SK	KRW	SHARE	KRX	"4,448.0"
B232R0	"SK Innovation Co., Ltd"	SK Innovation	KRW	SHARE	KRX	"1,353.0"
BMG3GS	"SK Square Co., Ltd."	SK Square Co	KRW	SHARE	KRX	80.0
622487	"SK Telecom Co., Ltd."	SK Telecom	KRW	SHARE	KRX	"5,339.0"
481334	Skandinaviska Enskilda Banken AB Class A	Skandinaviska Enskilda Banken A	SEK	SHARE	OME	"15,500.0"
714209	Skanska AB Class B	Skanska B	SEK	SHARE	OME	"28,699.0"
601808	"SKC Co., Ltd."	SKC	KRW	SHARE	KRX	#N/A
B1Q3J3	SKF AB Class B	SKF AB B	SEK	SHARE	OME	"42,602.0"
296105	"Skyworks Solutions, Inc."	Skyworks Solutions	USD	SHARE	NAS	"11,000.0"
B068DB	SM Investments Corporation	SM Investments	PHP	SHARE	PHS	#N/A
681884	"SM Prime Holdings, Inc."	SM Prime Holdings	PHP	SHARE	PHS	#N/A
676396	SMC Corporation	SMC	JPY	SHARE	TKS	"20,619.0"
092232	Smith & Nephew PLC	Smith & Nephew	GBP	SHARE	LON	"18,369.0"
B1WY23	Smiths Group Plc	Smiths Group	GBP	SHARE	LON	"22,053.0"
BKWGSQ	Smoore International Holdings Limited	Smoore International Holdings	HKD	SHARE	HKG	"16,263.0"
725147	Snam S.p.A.	SNAM	EUR	SHARE	MIL	"3,430.0"
BD8DJ7	"Snap, Inc. Class A"	Snap A	USD	SHARE	NYS	"5,661.0"
281874	Snap-on Incorporated	Snap-On	USD	SHARE	NYS	"12,800.0"
BN134B	"Snowflake, Inc. Class A"	Snowflake A	USD	SHARE	NYS	"3,992.0"
271830	Sociedad Quimica y Minera de Chile SA Pfd Series B	Soquimich Pfd-B	CLP	PREFEQ	SGO	"6,081.0"
596651	Societe Generale S.A. Class A	SocieteGenerale A	EUR	SHARE	PAR	"138,240.0"
706271	Sodexo SA	Sodexo	EUR	SHARE	PAR	"412,088.0"
BM8J4C	SoFi Technologies Inc	SoFi Technologies	USD	SHARE	NAS	"2,500.0"
482030	Sofina SA	Sofina	EUR	SHARE	BRU	#N/A
BF5M0K	SoftBank Corp.	SoftBank	JPY	SHARE	TKS	"47,313.0"
677062	SoftBank Group Corp.	SoftBank Group	JPY	SHARE	TKS	"58,786.0"
654635	"Sohgo Security Services Co., Ltd."	Sohgo Security Services	JPY	SHARE	TKS	"38,444.0"
BWC52Q	"SolarEdge Technologies, Inc."	SolarEdge Tech	USD	SHARE	NAS	"3,964.0"
482110	Solvay SA	Solvay	EUR	SHARE	BRU	"21,606.0"
B62G7K	"Sompo Holdings,Inc."	Sompo Holdings	JPY	SHARE	TKS	"48,115.0"
682112	Sonic Healthcare Limited	Sonic Healthcare	AUD	SHARE	ASX	"38,000.0"
715603	Sonova Holding AG	Sonova Holding	CHF	SHARE	SWX	"14,508.0"
682150	Sony Group Corporation	Sony Group	JPY	SHARE	TKS	"109,700.0"
BWSW5D	South32 Ltd.	South32	AUD	SHARE	ASX	"9,074.0"
282960	Southern Company	Southern	USD	SHARE	NYS	"27,300.0"
282377	Southern Copper Corporation	Southern Copper	USD	SHARE	NYS	"14,700.0"
283154	Southwest Airlines Co.	Southwest Airlines	USD	SHARE	NYS	"55,100.0"
B038WK	Spar Group Limited	Spar Group	ZAR	SHARE	JSE	#N/A
688143	Spark New Zealand Limited	Spark New Zealand	NZD	SHARE	NZE	"5,083.0"
BWFGQN	Spirax-Sarco Engineering PLC	Spirax-Sarco Engineering	GBP	SHARE	LON	"8,700.0"
B42449	Splunk Inc.	Splunk	USD	SHARE	NAS	"7,000.0"
630926	"Square Enix Holdings Co., Ltd."	Square Enix Holdings	JPY	SHARE	TKS	"5,550.0"
637494	Srf Limited	SRF	INR	SHARE	BOM	"9,970.0"
BMGJNN	Sri Trang Gloves (Thailand) Public Co. Ltd.	Sri Trang Gloves (Thailand)	THB	SHARE	BKK	#N/A
BF0F5R	Srisawad Corporation Public Company Ltd	Srisawad Corp	THB	SHARE	BKK	#N/A
B58YSC	"SS&C Technologies Holdings, Inc."	SS&C Technologies Holdings	USD	SHARE	NAS	"24,900.0"
079087	SSE plc	SSE	GBP	SHARE	LON	"12,512.0"
076693	St. James's Place Plc	St James's Place	GBP	SHARE	LON	#N/A
B030GJ	Standard Bank Group Limited	Standard Bank Group	ZAR	SHARE	JSE	"49,224.0"
040828	Standard Chartered PLC	Standard Chartered	GBP	SHARE	LON	"81,957.0"
B3Q2FJ	"Stanley Black & Decker, Inc."	Stanley Black & Decker	USD	SHARE	NYS	"71,300.0"
684110	"Stanley Electric Co., Ltd."	Stanley Electric	JPY	SHARE	TKS	"17,589.0"
284225	Starbucks Corporation	Starbucks	USD	SHARE	NAS	"383,000.0"
BSQCB2	State Bank of India	State Bank of India	INR	SHARE	BOM	"245,652.0"
284204	State Street Corporation	State Street	USD	SHARE	NYS	"38,784.0"
284947	"Steel Dynamics, Inc."	Steel Dynamics	USD	SHARE	NAS	"10,640.0"
BMD8KX	Stellantis N.V.	Stellantis	EUR	SHARE	MIL	"281,595.0"
BFY8C7	STERIS Plc	STERIS IE	USD	SHARE	NYS	"13,000.0"
596233	STMicroelectronics NV	STMicroelectronics	EUR	SHARE	PAR	"48,254.0"
685085	Stockland	Stockland	AUD	SHARE	ASX	"1,600.0"
507267	Stora Enso Oyj Class R	Stora Enso R	EUR	SHARE	HEL	"22,094.0"
BQ7ZV0	Straumann Holding AG	Straumann Holding	CHF	SHARE	SWX	"9,054.0"
285368	Stryker Corporation	Stryker Corp	USD	SHARE	NYS	"46,000.0"
635640	SUBARU CORP	SUBARU	JPY	SHARE	TKS	"36,070.0"
B0M0C8	SUMCO Corporation	SUMCO	JPY	SHARE	TKS	"8,469.0"
685856	"Sumitomo Chemical Co., Ltd."	Sumitomo Chemical	JPY	SHARE	TKS	"34,743.0"
685894	Sumitomo Corporation	Sumitomo	JPY	SHARE	TKS	"74,920.0"
685870	"Sumitomo Electric Industries, Ltd."	Sumitomo Electric Inds	JPY	SHARE	TKS	"286,784.0"
685884	"Sumitomo Metal Mining Co., Ltd."	Sumitomo Metal Mining	JPY	SHARE	TKS	"7,072.0"
656302	"Sumitomo Mitsui Financial Group, Inc."	Sumitomo Mitsui Financial	JPY	SHARE	TKS	"86,781.0"
643189	"Sumitomo Mitsui Trust Holdings, Inc."	Sumitomo Mitsui Trst Hldg	JPY	SHARE	TKS	"22,139.0"
625086	Sumitomo Pharma Co.Ltd.	Sumitomo Pharma	JPY	SHARE	TKS	"6,822.0"
685890	"Sumitomo Realty & Development Co., Ltd."	Sumitomo Realty & Development	JPY	SHARE	TKS	"13,530.0"
B3MPN5	Sun Art Retail Group Limited	Sun Art Retail Group	HKD	SHARE	HKG	"123,449.0"
286025	"Sun Communities, Inc."	Sun Communities	USD	SHARE	NYS	"5,961.0"
685992	Sun Hung Kai Properties Limited	Sun Hung Kai Properties	HKD	SHARE	HKG	"38,500.0"
256612	Sun Life Financial Inc.	Sun Life Financial	CAD	SHARE	TSE	"24,589.0"
658248	Sun Pharmaceutical Industries Limited	Sun Pharmaceutical Inds	INR	SHARE	BOM	"37,000.0"
B4XRPN	Sunac China Holdings Ltd.	Sunac China Holdings	@NA	@NA	@NA	#N/A
BLN9QR	Sunac Services Holdings Ltd.	Sunac Services Holdings	HKD	SHARE	HKG	"38,146.0"
B3NB1P	Suncor Energy Inc.	Suncor Energy	CAD	SHARE	TSE	"16,922.0"
658508	Suncorp Group Limited	Suncorp Group	AUD	SHARE	ASX	"13,505.0"
B1YBT0	"Sunny Optical Technology (Group) Co., Ltd."	Sunny Optical Technology	HKD	SHARE	HKG	"24,664.0"
BYXB1Y	Sunrun Inc.	SunRun	USD	SHARE	NAS	"11,383.0"
BBD7Q8	Suntory Beverage & Food Ltd.	Suntory Beverage & Food	JPY	SHARE	TKS	"23,866.0"
B02GKC	Suzano S.A.	Suzano	BRL	SHARE	BSP	"37,000.0"
686550	Suzuki Motor Corp.	Suzuki Motor	JPY	SHARE	TKS	"68,739.0"
280805	SVB Financial Group	SVB Financial Group	USD	SHARE	NAS	"6,567.0"
B1VVGZ	Svenska Cellulosa AB SCA Class B	Svenska Cellulosa B	SEK	SHARE	OME	"3,373.0"
BXDZ9Q	Svenska Handelsbanken AB Class A	Svenska Handelsbanken A	SEK	SHARE	OME	"10,793.0"
718472	Swatch Group Ltd. Bearer	Swatch Group	CHF	SHARE	SWX	"31,444.0"
484652	Swedbank AB Class A	Swedbank A	SEK	SHARE	OME	"17,700.0"
BP09MR	Swedish Match AB	Swedish Match	SEK	SHARE	OME	#N/A
686774	Swire Pacific Limited Class A	Swire Pacific A	HKD	SHARE	HKG	"32,560.0"
B67C2G	Swire Properties Limited	Swire Properties	HKD	SHARE	HKG	"5,000.0"
743780	Swiss Life Holding AG	Swiss Life Holding	CHF	SHARE	SWX	"10,219.0"
B083BH	Swiss Prime Site AG	Swiss Prime Site	CHF	SHARE	SWX	"1,667.0"
B545MG	Swiss Re AG	Swiss Re	CHF	SHARE	SWX	"13,985.0"
553397	Swisscom AG	Swisscom	CHF	SHARE	SWX	"18,905.0"
B1JB4K	Symrise AG	Symrise	EUR	SHARE	ETR	"11,151.0"
BP96PS	Synchrony Financial	Synchrony Finl	USD	SHARE	NYS	"18,000.0"
686843	Synnex Technology International Corp.	Synnex Technology Intl	TWD	SHARE	TAI	#N/A
286771	"Synopsys, Inc."	Synopsys	USD	SHARE	NAS	"16,361.0"
286816	Sysco Corporation	Sysco	USD	SHARE	NYS	"58,000.0"
688380	Sysmex Corporation	Sysmex	JPY	SHARE	TKS	"8,445.0"
674429	"T&D Holdings, Inc."	T&D Holdings	JPY	SHARE	TKS	"12,242.0"
B94Q9V	"T-Mobile US, Inc."	T-Mobile US	USD	SHARE	NAS	"75,000.0"
270233	T. Rowe Price Group	T. Rowe Price Group	USD	SHARE	NAS	"7,529.0"
687326	Tabcorp Holdings Limited	Tabcorp Holdings	AUD	SHARE	ASX	"5,000.0"
687010	TAISEI CORP	TAISEI	JPY	SHARE	TKS	"14,620.0"
645168	"Taishin Financial Holdings Co., Ltd."	Taishin Financial Holdings	TWD	SHARE	TAI	"10,276.0"
B3QX5G	"Taisho Pharmaceutical Holdings Co., Ltd."	Taisho Pharmaceutical Holdings	JPY	SHARE	TKS	"9,195.0"
686993	Taiwan Cement Corp.	Taiwan Cement	TWD	SHARE	TAI	#N/A
B73XCZ	"Taiwan Cooperative Financial Holding Co., Ltd."	Taiwan Cooperative Fincl	TWD	SHARE	TAI	"9,600.0"
B04BGQ	Taiwan High Speed Rail Corporation	Taiwan High Speed Rail	TWD	SHARE	TAI	#N/A
629049	"Taiwan Mobile Co., Ltd."	Taiwan Mobile	TWD	SHARE	TAI	#N/A
688910	"Taiwan Semiconductor Manufacturing Co., Ltd."	Taiwan Semicon Mfg	TWD	SHARE	TAI	#N/A
212211	"Take-Two Interactive Software, Inc."	Take-Two Interactive	USD	SHARE	NAS	"6,495.0"
687044	Takeda Pharmaceutical Co. Ltd.	Takeda Pharmaceutical	JPY	SHARE	TKS	"47,099.0"
B4MGD8	TAL Education Group Sponsored ADR Class A	TAL Education Group ADR	USD	ADR	NYS	"34,733.0"
225910	Target Corporation	Target	USD	SHARE	NYS	"450,000.0"
B01NPJ	Tata Consultancy Services Limited	Tata Consultancy Services	INR	SHARE	BOM	"592,195.0"
612148	Tata Consumer Products Limited	Tata Consumer Products	INR	SHARE	BOM	"4,192.0"
B611LV	Tata Motors Limited	Tata Motors	INR	SHARE	BOM	"50,837.0"
B6Z1L7	Tata Power Company Limited	Tata Power	INR	SHARE	BOM	"60,443.0"
610115	Tata Steel Limited	Tata Steel	INR	SHARE	BOM	"73,962.0"
087823	Taylor Wimpey plc	Taylor Wimpey	GBP	SHARE	LON	#N/A
BJMY6G	TC Energy Corporation	TC Energy	CAD	SHARE	TSE	"7,017.0"
686930	TDK Corporation	TDK	JPY	SHARE	TKS	"129,284.0"
B62B7C	TE Connectivity Ltd.	TE Connectivity	USD	SHARE	NYS	"89,000.0"
BWFGD6	Tech Mahindra Limited	Tech Mahindra Ltd	INR	SHARE	BOM	"106,177.0"
B0190C	"Techtronic Industries Co., Ltd."	Techtronic Industries	HKD	SHARE	HKG	"51,426.0"
287932	Teck Resources Limited Class B	Teck Resources B	CAD	SHARE	TSE	"10,600.0"
BYQRFY	"Teladoc Health, Inc."	Teladoc Health	USD	SHARE	NYS	"5,100.0"
B97C73	Tele2 AB Class B	Tele2 B	SEK	SHARE	OME	"4,528.0"
763439	Telecom Italia S.p.A.	Telecom Italia	EUR	SHARE	MIL	"51,929.0"
250347	Teledyne Technologies Incorporated	Teledyne Technologies	USD	SHARE	NYS	"14,500.0"
288140	Teleflex Incorporated	Teleflex	USD	SHARE	NYS	"14,000.0"
595937	Telefonaktiebolaget LM Ericsson Class B	LM Ericsson B	SEK	SHARE	OME	"101,322.0"
B6XFBX	Telefonica Brasil S.A.	Telefonica Brasil	BRL	SHARE	BSP	"33,985.0"
B7VG6L	Telefonica Deutschland Holding AG	Telefonica Deutschland	EUR	SHARE	ETR	#N/A
573252	Telefonica SA	Telefonica	EUR	SHARE	MCE	"104,150.0"
686839	Telekom Malaysia Bhd.	Telekom Malaysia	MYR	SHARE	KLS	"20,000.0"
473249	Telenor ASA	Telenor	NOK	SHARE	OSL	"18,000.0"
599933	Teleperformance SA	Teleperformance	EUR	SHARE	PAR	"418,742.0"
597838	Telia Company AB	Telia	SEK	SHARE	OME	"19,566.0"
608728	Telstra Corporation Limited	Telstra	AUD	SHARE	ASX	"27,015.0"
238109	TELUS Corporation	TELUS	CAD	SHARE	TSE	"90,800.0"
714789	Temenos AG	Temenos	CHF	SHARE	SWX	"8,661.0"
690461	Tenaga Nasional Bhd	Tenaga Nasional	MYR	SHARE	KLS	"34,938.0"
753851	Tenaris S.A.	Tenaris	EUR	SHARE	MIL	"22,776.0"
BMMV2K	Tencent Holdings Ltd.	Tencent Holdings	HKD	SHARE	HKG	"112,771.0"
BFZYWR	Tencent Music Entertainment Group Sponsored ADR Class A	Tencent Music ADR	USD	ADR	NYS	"5,966.0"
288418	"Teradyne, Inc."	Teradyne	USD	SHARE	NAS	"5,900.0"
B01BN5	Terna S.p.A.	TERNA	EUR	SHARE	MIL	"4,735.0"
688507	Terumo Corporation	Terumo	JPY	SHARE	TKS	"26,482.0"
BLGZ98	Tesco PLC	Tesco	GBP	SHARE	LON	"365,765.0"
B616C7	Tesla Inc	Tesla	USD	SHARE	NAS	"99,290.0"
288540	Texas Instruments Incorporated	Texas Instruments	USD	SHARE	NAS	"31,000.0"
288593	Textron Inc.	Textron	USD	SHARE	NYS	"33,000.0"
BDRXBF	TFI International Inc.	TFI International	CAD	SHARE	TSE	"29,539.0"
B0300P	Thai Oil Public Co. Ltd.	Thai Oil	THB	SHARE	BKK	#N/A
BYTBHS	Thai Union Group Public Company Limited	Thai Union Group	THB	SHARE	BKK	"9,999.0"
416279	Thales SA	Thales	EUR	SHARE	PAR	"81,098.0"
288690	Thermo Fisher Scientific Inc.	Thermo Fisher Scientific	USD	SHARE	NYS	"130,000.0"
BFXPTB	Thomson Reuters Corporation	Thomson Reuters	CAD	SHARE	TSE	"24,400.0"
B0J4PP	Tiger Brands Limited	Tiger Brands	ZAR	SHARE	JSE	"11,093.0"
BN71RB	TIM SA (Brazil)	TIM	BRL	SHARE	BSP	"9,337.0"
690355	Tingyi (Cayman Islands) Holding Corp.	Tingyi (Cayman Islands) Holding	HKD	SHARE	HKG	"62,107.0"
B2Q4CR	TIS Inc.	TIS	JPY	SHARE	TKS	"21,817.0"
613934	Titan Company Limited	Titan	INR	SHARE	BOM	"11,735.0"
298930	TJX Companies Inc	TJX Cos	USD	SHARE	NYS	"340,000.0"
B8KH5G	TMX Group Ltd.	TMX Group	CAD	SHARE	TSE	"1,576.0"
689516	"Tobu Railway Co., Ltd."	Tobu Railway	JPY	SHARE	TKS	"20,345.0"
689520	Toho Co. Ltd.	Toho	JPY	SHARE	TKS	"3,305.0"
651312	"Tokio Marine Holdings, Inc."	Tokio Marine Holdings	JPY	SHARE	TKS	"43,257.0"
667979	Tokyo Century Corporation	Tokyo Century	JPY	SHARE	TKS	"7,438.0"
689540	"Tokyo Electric Power Company Holdings, Incorporated"	Tokyo Electric Power	JPY	SHARE	TKS	"37,891.0"
689567	Tokyo Electron Ltd.	Tokyo Electron	JPY	SHARE	TKS	"14,479.0"
689544	"TOKYO GAS Co., Ltd."	TOKYO GAS Rg	JPY	SHARE	TKS	"16,858.0"
689654	TOKYU CORPORATION	TOKYU	JPY	SHARE	TKS	"24,655.0"
BGM5R2	Tongcheng Travel Holdings Limited	Tongcheng Travel	HKD	SHARE	HKG	"5,339.0"
B05L89	Top Glove Corporation Bhd.	Top Glove	MYR	SHARE	KLS	"22,000.0"
689702	TOPPAN INC.	TOPPAN	JPY	SHARE	TKS	"52,401.0"
BJRFW2	Topsports International Holdings Limited	Topsports Intl Holdings	HKD	SHARE	HKG	"40,348.0"
689714	"Toray Industries, Inc."	Toray Industries	JPY	SHARE	TKS	"46,267.0"
289710	Toromont Industries Ltd.	Toromont Industries	CAD	SHARE	TSE	"6,400.0"
289722	Toronto-Dominion Bank	Toronto-Dominion Bank	CAD	SHARE	TSE	#N/A
B0XPSB	Torrent Pharmaceuticals Ltd	Torrent Pharmaceuticals	INR	SHARE	BOM	"14,347.0"
689721	Toshiba Corporation	Toshiba	JPY	SHARE	TKS	"117,300.0"
690028	Tosoh Corporation	Tosoh	JPY	SHARE	TKS	"13,631.0"
B15C55	TotalEnergies SE	TotalEnergies	EUR	SHARE	PAR	"101,309.0"
689746	TOTO Ltd	TOTO	JPY	SHARE	TKS	"33,800.0"
B10LQP	TOTVS S.A.	TOTVS	BRL	SHARE	BSP	#N/A
B3QJ0H	Tourmaline Oil Corp.	Tourmaline Oil	CAD	SHARE	TSE	651.0
689996	"Toyo Suisan Kaisha, Ltd."	Toyo Suisan Kaisha	JPY	SHARE	TKS	"4,880.0"
690054	Toyota Industries Corp.	Toyota Industries	JPY	SHARE	TKS	"66,947.0"
690064	Toyota Motor Corp.	Toyota Motor	JPY	SHARE	TKS	"366,283.0"
690058	Toyota Tsusho Corp.	Toyota Tsusho	JPY	SHARE	TKS	"64,402.0"
290033	Tractor Supply Company	Tractor Supply	USD	SHARE	NAS	"46,000.0"
BD8FDD	"Trade Desk, Inc. Class A"	Trade Desk	USD	SHARE	NAS	"1,967.0"
BJXMVK	"Tradeweb Markets, Inc. Class A"	Tradeweb Markets Inc A	USD	SHARE	NAS	"1,046.0"
BK9ZQ9	Trane Technologies plc	Trane Technologies	USD	SHARE	NYS	"37,000.0"
B11FJK	TransDigm Group Incorporated	TransDigm Group	USD	SHARE	NYS	"13,300.0"
BYMWL8	TransUnion	TransUnion	USD	SHARE	NYS	"10,200.0"
620088	Transurban Group Ltd.	Transurban Group	AUD	SHARE	ASX	"8,000.0"
276950	"Travelers Companies, Inc."	Travelers	USD	SHARE	NYS	"30,800.0"
632195	TravelSky Technology Ltd. Class H	TravelSky Technology H	HKD	SHARE	HKG	"6,608.0"
B61JC6	Treasury Wine Estates Limited	Treasury Wine Estates	AUD	SHARE	ASX	"2,600.0"
612528	Trend Micro Incorporated	Trend Micro	JPY	SHARE	TKS	"7,024.0"
BDDRN3	Trent Limited	Trent	INR	SHARE	BOM	"9,841.0"
290395	Trimble Inc.	Trimble	USD	SHARE	NAS	"11,931.0"
BYM8TY	"True Corp. Public Co., Ltd."	True Corp	THB	SHARE	BKK	#N/A
BKP728	Truist Financial Corporation	Truist Financial	USD	SHARE	NYS	"52,641.0"
BXDZ97	Tryg A/S	Tryg	DKK	SHARE	CSE	"4,674.0"
690580	"Tsingtao Brewery Co., Ltd. Class H"	Tsingtao Brewery H	HKD	SHARE	HKG	"32,947.0"
B0MKZN	"TSURUHA Holdings, Inc."	TSURUHA Holdings	JPY	SHARE	TKS	"10,810.0"
B03MYN	Turkcell Iletisim Hizmetleri A.S.	TURKCELL Iletisim	TRY	SHARE	IST	#N/A
B03MYP	Turkiye Garanti Bankasi Anonim Sirketi	Turkiye Garanti Bankasi	TRY	SHARE	IST	"21,910.0"
B03MYS	Turkiye Is Bankasi Anonim Sirketi Class C	Turkiye Is Bankasi C	TRY	SHARE	IST	#N/A
B03MYT	Turkiye Petrol Rafinerileri A.S.	Turkiye Petrol	TRY	SHARE	IST	#N/A
B03MXR	Turkiye Sise ve Cam Fabrikalari A.S.	Turkiye Sise ve Cam Fabrikalari	TRY	SHARE	IST	"22,698.0"
BD6P5Q	"Twilio, Inc. Class A"	Twilio A	USD	SHARE	NYS	"7,867.0"
BFLR86	"Twitter, Inc."	Twitter	USD	SHARE	NYS	"7,500.0"
290964	"Tyler Technologies, Inc."	Tyler Technologies	USD	SHARE	NYS	"6,800.0"
290973	"Tyson Foods, Inc. Class A"	Tyson Foods A	USD	SHARE	NYS	"137,000.0"
273603	U.S. Bancorp	U.S. Bancorp	USD	SHARE	NYS	"68,796.0"
BK6N34	"Uber Technologies, Inc."	Uber Tech	USD	SHARE	NYS	"29,300.0"
B1L3CS	Ubisoft Entertainment SA	Ubisoft Entertainment	EUR	SHARE	PAR	"20,324.0"
BRJL17	UBS Group AG	UBS Group	CHF	SHARE	SWX	"71,385.0"
559699	UCB S.A.	UCB	EUR	SHARE	BRU	"8,561.0"
