Symbol	Name_1	Name_2	Currency	Type	Exchange	Employees
BKS3RS	10x Genomics Inc Class A	10X Genomics A	USD	SHARE	NAS	"1,239.0"
BFMV9Y	"360 DigiTech, Inc. ADR Class A"	360 DigiTech ADR	USD	ADR	NAS	"2,129.0"
B1YW44	3i Group plc	3i Group Plc	GBP	SHARE	LON	234.0
259570	3M Company	3M Co	USD	SHARE	NYS	"95,000.0"
BY9D3L	"3SBio, Inc."	3SBio	HKD	SHARE	HKG	"5,292.0"
BFWK4M	"A-Living Smart City Services Co., Ltd. Class H"	A-Living Smart City Svs H	HKD	SHARE	HKG	"87,603.0"
281602	A. O. Smith Corporation	A. O. Smith	USD	SHARE	NYS	"13,700.0"
425304	A.P. Moller - Maersk A/S Class B	A.P. Moller - Maersk B	DKK	SHARE	CSE	#N/A
B85LKS	AAC Technologies Holdings Inc.	AAC Technologies Holdings	HKD	SHARE	HKG	"37,591.0"
B9M3PK	AB Sagax Class B	Sagax B	SEK	SHARE	OME	87.0
710889	ABB Ltd.	ABB	CHF	SHARE	SWX	"105,000.0"
200230	Abbott Laboratories	Abbott Laboratories	USD	SHARE	NYS	"113,000.0"
B92SR7	"AbbVie, Inc."	AbbVie	USD	SHARE	NYS	"50,000.0"
B3BQB9	Abdullah Al Othaim Markets Co.	Abdullah Al Othaim Mkts	SAR	SHARE	SAU	#N/A
200369	"ABIOMED, Inc."	ABIOMED	USD	SHARE	NAS	"1,725.0"
BYQP13	ABN AMRO Bank NV Depositary receipts	ABN AMRO DR	EUR	DR	AMS	"19,957.0"
606841	Aboitiz Equity Ventures Inc.	Aboitiz Equity Ventures	PHP	SHARE	PHS	"12,679.0"
BF8Q6K	Abrdn plc	Abrdn	GBP	SHARE	LON	#N/A
BFX05H	Absa Group Limited	Absa Group Ltd	ZAR	SHARE	JSE	"35,267.0"
654546	Abu Dhabi Commercial Bank	ADCB	AED	SHARE	ADS	#N/A
600172	Abu Dhabi Islamic Bank	Abu Dhabi Islamic Bank	AED	SHARE	ADS	#N/A
BYVGM6	Abu Dhabi National Oil Company for Distribution PJSC	Abu Dhabi National Oil Co	AED	SHARE	ADS	#N/A
BMBZPW	AC Energy Corp.	AC Energy	PHP	SHARE	PHS	207.0
615591	ACC Limited	ACC	INR	SHARE	BOM	"13,022.0"
B4BNMY	Accenture Plc Class A	Accenture A	USD	SHARE	NYS	"624,000.0"
585284	Accor SA	Accor	EUR	SHARE	PAR	"14,466.0"
600521	Accton Technology Corp.	Accton Technology	TWD	SHARE	TAI	#N/A
600585	Acer Incorporated	Acer	TWD	SHARE	TAI	#N/A
B01FLQ	Actividades de Construccion y Servicios SA	Actividades de Construccion y Servicios	EUR	SHARE	MCE	"122,502.0"
257581	"Activision Blizzard, Inc."	Activision Blizzard	USD	SHARE	NAS	"9,800.0"
B01VRK	Adani Enterprises Limited	Adani Enterprises	INR	SHARE	BOM	"3,907.0"
BD6H7M	Adani Green Energy Limited	Adani Green Energy	INR	SHARE	BOM	"2,343.0"
B28XXH	Adani Ports & Special Economic Zone Limited	Adani Ports & SEZ	INR	SHARE	BOM	"2,863.0"
BGJW2K	Adani Total Gas Ltd.	Adani Total Gas	INR	SHARE	BOM	517.0
BYPCLL	Adani Transmission Ltd	Adani Transmission	INR	SHARE	BOM	"11,922.0"
711072	Adecco Group AG	Adecco Group	CHF	SHARE	SWX	"33,000.0"
BJ0DP4	Adevinta ASA	Adevinta	NOK	SHARE	OSL	"4,911.0"
403197	adidas AG	adidas AG	EUR	SHARE	ETR	"61,401.0"
B02J63	Admiral Group plc	Admiral Group	GBP	SHARE	LON	"11,403.0"
200815	"Adobe, Inc."	Adobe	USD	SHARE	NAS	"25,988.0"
282201	"Advance Auto Parts, Inc."	Advance Auto Parts	USD	SHARE	NYS	"41,000.0"
641256	"Advanced Info Service Public Co., Ltd."	Advanced Info Service	THB	SHARE	BKK	#N/A
200784	"Advanced Micro Devices, Inc."	AMD	USD	SHARE	NAS	"15,500.0"
B1P6WF	Advanced Petrochemical Co.	Advanced Petrochemical	SAR	SHARE	SAU	#N/A
620267	"Advantech Co., Ltd."	Advantech	TWD	SHARE	TAI	#N/A
687049	Advantest Corp.	Advantest	JPY	SHARE	TKS	"5,261.0"
BZ1HM4	Adyen NV	Adyen	EUR	SHARE	AMS	"2,180.0"
592737	Aegon NV	Aegon NV	EUR	SHARE	AMS	"22,271.0"
BVRZ8L	Aena SME SA	Aena SME	EUR	SHARE	MCE	"8,811.0"
648004	"AEON Co., Ltd."	AEON	JPY	SHARE	TKS	"155,578.0"
B1HHKD	AerCap Holdings NV	AerCap	USD	SHARE	NYS	736.0
B164FY	Aeroports de Paris SA	Aeroports de Paris	EUR	SHARE	PAR	"22,269.0"
200247	AES Corporation	AES	USD	SHARE	NYS	"8,450.0"
BMF9NM	"Affirm Holdings, Inc. Class A"	Affirm Hldg A	USD	SHARE	NAS	"1,641.0"
202636	Aflac Incorporated	Aflac	USD	SHARE	NYS	"12,447.0"
604112	African Rainbow Minerals Limited	African Rainbow Minerals	ZAR	SHARE	JSE	"20,928.0"
605520	AGC Inc.	AGC	JPY	SHARE	TKS	"55,999.0"
B86S2N	ageas SA/NV	ageas	EUR	SHARE	BRU	"10,101.0"
B0PR2F	Agile Group Holdings Limited	Agile Group Holdings	HKD	SHARE	HKG	"98,466.0"
252015	"Agilent Technologies, Inc."	Agilent Technologies	USD	SHARE	NYS	"17,000.0"
689030	Agility Public Warehousing Co. K.S.C.	Agility Publ Warehousing	KWD	SHARE	KUW	#N/A
BYYHJL	AGNC Investment Corp.	AGNC Investment	USD	SHARE	NAS	50.0
200982	Agnico Eagle Mines Limited	Agnico Eagle Min Rg	CAD	SHARE	TSE	"11,838.0"
B60LZR	Agricultural Bank of China Limited Class H	Agricultural Bank China H	HKD	SHARE	HKG	"455,174.0"
B4TX8S	AIA Group Limited	AIA Group	HKD	SHARE	HKG	#N/A
BSDHYK	Air Canada	Air Canada	CAD	SHARE	TSE	#N/A
B04KNF	Air China Limited Class H	Air China H	HKD	SHARE	HKG	"88,395.0"
B1YXBJ	Air Liquide SA	Air Liquide	EUR	SHARE	PAR	"66,436.0"
201160	"Air Products and Chemicals, Inc."	Air Products & Chemicals	USD	SHARE	NYS	"20,875.0"
BMGYYH	"Airbnb, Inc. Class A"	Airbnb A	USD	SHARE	NAS	"6,132.0"
401225	Airbus SE	Airbus	EUR	SHARE	PAR	"126,495.0"
BDFLHW	Airports of Thailand Public Co. Ltd.	Airports of Thailand	THB	SHARE	BKK	#N/A
B52J81	Airtac International Group	Airtac International Grp	TWD	SHARE	TAI	#N/A
601070	Aisin Corporation	Aisin	JPY	SHARE	TKS	"118,359.0"
601090	"Ajinomoto Co., Inc."	Ajinomoto	JPY	SHARE	TKS	"33,461.0"
250745	"Akamai Technologies, Inc."	Akamai Technologies	USD	SHARE	NAS	"8,700.0"
B03MN7	Akbank T.A.S.	Akbank	TRY	SHARE	IST	"12,606.0"
B1L95G	Aker BP ASA	Aker BP	NOK	SHARE	OSL	"1,773.0"
BLFJ7Y	"Akeso, Inc."	"Akeso, Inc"	HKD	SHARE	HKG	"1,865.0"
BJ2KSG	Akzo Nobel N.V.	Akzo Nobel	EUR	SHARE	AMS	"32,800.0"
B12LZH	Al Rajhi Bank	Al Rajhi	SAR	SHARE	SAU	"13,716.0"
204685	Albemarle Corporation	Albemarle	USD	SHARE	NYS	"6,000.0"
BJT1GR	Alcon AG	Alcon	CHF	SHARE	SWX	"24,389.0"
B0LX3Y	Aldar Properties - P J S C	Aldar Properties	AED	SHARE	ADS	#N/A
200921	"Alexandria Real Estate Equities, Inc."	Alexandria Real Estate	USD	SHARE	NYS	559.0
733268	Alfa Laval AB	Alfa Laval AB	SEK	SHARE	OME	"17,883.0"
204342	"Alfa, S.A.B. de C.V. Class A"	Alfa SAB A	MXN	SHARE	MEX	"57,500.0"
B51BMR	Algonquin Power & Utilities Corp.	Algonquin Power & Utilities	CAD	SHARE	TSE	#N/A
BK6YZP	Alibaba Group Holding Ltd.	Alibaba Group Holding	HKD	SHARE	HKG	"251,462.0"
BRXVS6	Alibaba Health Information Technology Ltd.	Alibaba Health Information Technology	HKD	SHARE	HKG	"1,033.0"
BPYM74	Alibaba Pictures Group Limited	Alibaba Pictures Group	HKD	SHARE	HKG	"1,163.0"
267920	"Align Technology, Inc."	Align Technology	USD	SHARE	NAS	"22,540.0"
252810	Alimentation Couche-Tard Inc. Class A	Alimentation Couche-Tard A	CAD	SHARE	TSE	"124,000.0"
B39NWT	Alinma Bank	Alinma	SAR	SHARE	SAU	"3,280.0"
201680	Alleghany Corporation	Alleghany	USD	SHARE	NYS	"13,313.0"
BFRT3W	Allegion PLC	Allegion	USD	SHARE	NYS	"11,000.0"
BMBQDF	Allegro.eu Societe anonyme	Allegro.eu	PLN	SHARE	WAR	"3,613.0"
297382	Alliant Energy Corp	Alliant Energy	USD	SHARE	NAS	"3,313.0"
523148	Allianz SE	Allianz	EUR	SHARE	ETR	"152,840.0"
201995	Allstate Corporation	Allstate	USD	SHARE	NYS	"54,700.0"
B72XK0	Ally Financial Inc	Ally Financial	USD	SHARE	NYS	"10,500.0"
B137VV	Almarai Co. Ltd.	Almarai	SAR	SHARE	SAU	"34,670.0"
B00FWN	"Alnylam Pharmaceuticals, Inc"	Alnylam Pharmaceuticals	USD	SHARE	NAS	"1,665.0"
B07C79	Alpargatas SA Pfd	Alpargatas Pfd N1	BRL	PREFEQ	BSP	#N/A
BZ1MXR	Alpha Services & Holdings SA	Alpha Services & Holdings	EUR	SHARE	ATH	"8,939.0"
BYVY8G	Alphabet Inc. Class A	Alphabet A	USD	SHARE	NAS	"156,500.0"
B0DJ8Q	Alstom SA	Alstom	EUR	SHARE	PAR	"74,000.0"
B43WJC	AltaGas Ltd.	AltaGas	CAD	SHARE	TSE	"2,926.0"
BSTJWN	ALTEOGEN Inc.	Alteogen	KRW	SHARE	KRX	97.0
269263	Altria Group Inc	Altria Group	USD	SHARE	NYS	"6,000.0"
642539	Aluminum Corporation of China Limited Class H	Aluminum Corp of China H	HKD	SHARE	HKG	"60,056.0"
B3MSM2	Amadeus IT Group SA Class A	Amadeus IT Group  A	EUR	SHARE	MCE	"15,936.0"
200001	"Amazon.com, Inc."	Amazon.com	USD	SHARE	NAS	"1,608,000.0"
BG7ZWY	Ambev SA	Ambev	BRL	SHARE	BSP	"53,000.0"
BD9G33	Ambu A/S Class B	Ambu B	DKK	SHARE	CSE	"4,584.0"
B09QQ1	Ambuja Cements Limited	Ambuja Cements	INR	SHARE	BOM	"10,900.0"
BH4HLL	"AMC Entertainment Holdings, Inc. Class A"	AMC Entertainment Hldgs A	USD	SHARE	NYS	"31,198.0"
BJ1F30	Amcor PLC	Amcor	USD	SHARE	NYS	"46,000.0"
202817	AMERCO	AMERCO	USD	SHARE	NAS	"29,800.0"
205083	Ameren Corporation	Ameren	USD	SHARE	NYS	"9,116.0"
266747	America Movil SAB de CV Class L	America Movil L	MXN	SHARE	MEX	"181,205.0"
202624	"American Electric Power Company, Inc."	American Electric Power	USD	SHARE	NAS	"16,688.0"
202608	American Express Company	American Express	USD	SHARE	NYS	"64,000.0"
213453	"American Financial Group, Inc."	American Financial Group	USD	SHARE	NYS	"6,600.0"
202734	"American International Group, Inc."	American International Group	USD	SHARE	NYS	"36,600.0"
B7FBFL	American Tower Corporation	American Tower	USD	SHARE	NYS	"6,378.0"
B2R3PV	"American Water Works Company, Inc."	American Water Works	USD	SHARE	NYS	"6,400.0"
BN925F	Americanas SA	Americanas	BRL	SHARE	BSP	#N/A
B0J7D5	"Ameriprise Financial, Inc."	Ameriprise Financial	USD	SHARE	NYS	"12,000.0"
279539	AmerisourceBergen Corporation	AmerisourceBergen	USD	SHARE	NYS	"42,000.0"
208921	"AMETEK, Inc."	AMETEK	USD	SHARE	NYS	"18,500.0"
202360	Amgen Inc.	Amgen	USD	SHARE	NAS	"24,200.0"
604702	AMMB Holdings Bhd.	AMMB	MYR	SHARE	KLS	"10,000.0"
B15SK5	Amorepacific Corp.	Amorepacific	KRW	SHARE	KRX	"5,408.0"
666593	"AmorePacific Group, Inc."	AmorePacific Group	KRW	SHARE	KRX	92.0
214508	Amphenol Corporation Class A	Amphenol A	USD	SHARE	NYS	"90,000.0"
B14NJ7	Amplifon S.p.A.	Amplifon	EUR	SHARE	MIL	"12,587.0"
BM9120	Ampol Limited	Ampol	AUD	SHARE	ASX	"8,300.0"
BYZR01	Amundi SA	Amundi	EUR	SHARE	PAR	"4,885.0"
601490	ANA Holdings Inc.	ANA Holdings	JPY	SHARE	TKS	"46,580.0"
203206	"Analog Devices, Inc."	Analog Devices	USD	SHARE	NAS	"24,700.0"
676100	Anglo American Platinum Limited	Anglo Amer Platinum	ZAR	SHARE	JSE	"25,538.0"
B1XZS8	Anglo American plc	Anglo American	GBP	SHARE	LON	"63,698.0"
656565	AngloGold Ashanti Limited	AngloGold Ashanti	ZAR	SHARE	JSE	#N/A
BYYHL2	Anheuser-Busch InBev SA/NV	Anheuser-Busch InBev	EUR	SHARE	BRU	"169,339.0"
608039	Anhui Conch Cement Company Limited Class H	Anhui Conch Cement H	HKD	SHARE	HKG	"46,714.0"
211345	"Annaly Capital Management, Inc."	Annaly Capital Management	USD	SHARE	NYS	171.0
204562	"ANSYS, Inc."	ANSYS	USD	SHARE	NAS	"5,100.0"
B1YVKN	ANTA Sports Products Ltd.	ANTA Sports Products	HKD	SHARE	HKG	"52,000.0"
BSPHGL	"Anthem, Inc."	Anthem	USD	SHARE	NYS	"98,200.0"
004561	Antofagasta plc	Antofagasta	GBP	SHARE	LON	"27,000.0"
BLP1HW	Aon Plc Class A	Aon Plc A	USD	SHARE	NYS	"50,000.0"
624730	APA Group	APA Group	AUD	SHARE	ASX	"2,000.0"
BN44JF	Apollo Global Management Inc.	Apollo Global Management	USD	SHARE	NYS	"2,153.0"
627358	Apollo Hospitals Enterprise Limited	Apollo Hospitals	INR	SHARE	BOM	"68,496.0"
204625	Apple Inc.	Apple	USD	SHARE	NAS	"154,000.0"
204655	"Applied Materials, Inc."	Applied Materials	USD	SHARE	NAS	"27,000.0"
B783TY	Aptiv PLC	Aptiv	USD	SHARE	NYS	"155,000.0"
B12LZK	Arab National Bank	ARNB	SAR	SHARE	SAU	"4,059.0"
BH3XG1	Aramark	Aramark	USD	SHARE	NYS	"248,300.0"
282388	Arca Continental SAB de CV	Arca Continental	MXN	SHARE	MEX	"62,857.0"
BYPBS6	ArcelorMittal SA	ArcelorMittal	EUR	SHARE	AMS	"157,909.0"
274054	Arch Capital Group Ltd.	Arch Capital Group	USD	SHARE	NAS	"5,200.0"
204731	Archer-Daniels-Midland Company	Archer Daniels Midland	USD	SHARE	NYS	"41,000.0"
BNHKYX	arGEN-X SE	argenx	EUR	SHARE	BRU	650.0
BN33VM	"Arista Networks, Inc."	Arista Networks	USD	SHARE	NYS	"2,993.0"
625398	Aristocrat Leisure Limited	Aristocrat Leisure	AUD	SHARE	ASX	"7,000.0"
B0Z5YZ	Arkema SA	Arkema	EUR	SHARE	PAR	"20,030.0"
BF0CK4	Aroundtown SA	Aroundtown	EUR	SHARE	ETR	"1,631.0"
205140	"Arrow Electronics, Inc."	Arrow Electron	USD	SHARE	NYS	"20,700.0"
235950	Arthur J. Gallagher & Co.	Arthur J Gallagher Co	USD	SHARE	NYS	"39,000.0"
605440	"Asahi Group Holdings,Ltd."	Asahi Group Holdings	JPY	SHARE	TKS	"30,020.0"
B019MQ	"Asahi Intecc Co., Ltd."	Asahi Intecc	JPY	SHARE	TKS	"9,409.0"
605460	Asahi Kasei Corporation	Asahi Kasei	JPY	SHARE	TKS	"44,497.0"
BLFDQC	"Asana, Inc. Class A"	Asana A	USD	SHARE	NYS	"1,666.0"
656387	Ascendas Real Estate Investment Trust	Ascendas Real Est Invt Tr	SGD	SHARE	SES	45.0
BFXZDY	"ASE Technology Holding Co., Ltd."	ASE Technology Holding	TWD	SHARE	TAI	#N/A
B03MP4	Aselsan Elektronik Sanayi ve Ticaret A.S. Class B	Aselsan Elektronik Sanayi	TRY	SHARE	IST	#N/A
005367	Ashtead Group plc	Ashtead Group	GBP	SHARE	LON	"18,826.0"
605633	Asia Cement Corporation	Asia Cement	TWD	SHARE	TAI	#N/A
BCRWL6	Asian Paints Ltd.	Asian Paints	INR	SHARE	BOM	"23,514.0"
516529	ASM International N.V.	ASM International	EUR	SHARE	AMS	"3,312.0"
B6ZZQ6	Asmedia Technology Inc.	Asmedia Technology	TWD	SHARE	TAI	246.0
B929F4	ASML Holding NV	ASML Holding	EUR	SHARE	AMS	"29,861.0"
B09C0Z	Aspen Pharmacare Holdings Limited	Aspen Pharmacare Holdings	ZAR	SHARE	JSE	"9,106.0"
BYPC1T	ASSA ABLOY AB Class B	ASSA ABLOY B	SEK	SHARE	OME	"51,000.0"
BK21TV	Asset World Corp Public Company Ltd	Asset World	THB	SHARE	BKK	#N/A
405671	Assicurazioni Generali S.p.A.	Assicurazioni Generali	EUR	SHARE	MIL	"74,621.0"
067312	Associated British Foods plc	Associated British Foods	GBP	SHARE	LON	"128,000.0"
233143	"Assurant, Inc."	Assurant	USD	SHARE	NYS	"15,600.0"
698538	Astellas Pharma Inc.	Astellas Pharma	JPY	SHARE	TKS	"15,455.0"
098952	AstraZeneca PLC	AstraZeneca	GBP	SHARE	LON	"83,100.0"
605104	Asustek Computer Inc.	ASUSTek Computer	TWD	SHARE	TAI	#N/A
612922	ASX Limited	ASX	AUD	SHARE	ASX	748.0
283181	AT&T Inc.	AT&T	USD	SHARE	NYS	"203,000.0"
BF7LBH	Atacadao SA	Atacadao	BRL	SHARE	BSP	"92,118.0"
766716	Atlantia S.p.A	Atlantia	EUR	SHARE	MIL	"30,659.0"
BLDBN4	Atlas Copco AB Class A	Atlas Copco A	SEK	SHARE	OME	"42,862.0"
231535	Atmos Energy Corporation	Atmos Energy	USD	SHARE	NYS	"4,684.0"
628819	Au Optronics Corp.	AU Optronics	TWD	SHARE	TAI	#N/A
BKX3XG	Auckland International Airport Limited	Auckland Intl Airport	NZD	SHARE	NZE	405.0
B87CVM	Aurizon Holdings Ltd.	Aurizon Holdings	AUD	SHARE	ASX	"4,825.0"
670263	Aurobindo Pharma Ltd	Aurobindo Pharma	INR	SHARE	BOM	"30,725.0"
606558	Australia and New Zealand Banking Group Limited	Australia & NZ Banking Gr	AUD	SHARE	ASX	"40,221.0"
BVYVFW	Auto Trader Group PLC	Auto Trader Group	GBP	SHARE	LON	909.0
206515	"Autodesk, Inc."	Autodesk	USD	SHARE	NAS	"12,600.0"
206530	"Automatic Data Processing, Inc."	ADP	USD	SHARE	NAS	"56,000.0"
206595	"AutoZone, Inc."	AutoZone	USD	SHARE	NYS	"100,000.0"
BZ1NVP	Avalara Inc	Avalara	USD	SHARE	NYS	"4,465.0"
213117	"AvalonBay Communities, Inc."	AvalonBay Communities	USD	SHARE	NYS	"2,927.0"
BJLT38	"Avantor, Inc."	Avantor	USD	SHARE	NYS	"13,500.0"
BYW1G3	Avenue Supermarts Ltd.	Avenue Supermarts	INR	SHARE	BOM	"47,044.0"
206640	Avery Dennison Corporation	Avery Dennison	USD	SHARE	NYS	"36,000.0"
BBG9VN	AVEVA Group plc	AVEVA Group	GBP	SHARE	LON	"4,700.0"
670789	AviChina Industry & Technology Co. Ltd. Class H	AviChina Industry & Tech H	HKD	SHARE	HKG	"46,428.0"
BPQY8M	Aviva plc	Aviva	GBP	SHARE	LON	"22,062.0"
708842	AXA SA	AXA	EUR	SHARE	PAR	"92,398.0"
B2QZGV	Axiata Group Bhd.	Axiata Group	MYR	SHARE	KLS	#N/A
BPFJHC	Axis Bank Limited	Axis Bank	INR	SHARE	BOM	"78,307.0"
B09JBT	Ayala Corp.	Ayala	PHP	SHARE	PHS	#N/A
605511	Ayala Land Inc.	Ayala Land	PHP	SHARE	PHS	#N/A
698554	Azbil Corporation	Azbil	JPY	SHARE	TKS	"10,003.0"
B5MN1W	Azrieli Group Ltd.	Azrieli Group Rg	ILS	SHARE	TAE	391.0
BF0NJD	B.Grimm Power Public Company Ltd	B.Grimm Power	THB	SHARE	BKK	#N/A
BG36ZK	"B3 SA - Brasil, Bolsa, Balcao"	B3	BRL	SHARE	BSP	#N/A
BMXVKB	Bachem Holding AG Class B	Bachem Holding B	CHF	SHARE	SWX	"1,639.0"
026349	BAE Systems plc	BAE Systems	GBP	SHARE	LON	"82,000.0"
B2QKXW	Bajaj Auto Limited	Bajaj Auto	INR	SHARE	BOM	"10,052.0"
BD2N0P	Bajaj Finance Limited	Bajaj Finance	INR	SHARE	BOM	"28,546.0"
B2QKWK	Bajaj Finserv Limited	Bajaj Finserv	INR	SHARE	BOM	105.0
BDHLTQ	Baker Hughes Company Class A	Baker Hughes A	USD	SHARE	NAS	"54,000.0"
638878	Balkrishna Industries Limited	Balkrishna Industries	INR	SHARE	BOM	"9,221.0"
207302	Ball Corporation	Ball Corp	USD	SHARE	NYS	"24,300.0"
207271	Ballard Power Systems Inc.	Ballard Power Systems	CAD	SHARE	TSE	"1,367.0"
712459	Baloise-Holding AG	Baloise-Holding	CHF	SHARE	SWX	"7,712.0"
550190	"Banco Bilbao Vizcaya Argentaria, S.A."	Banco Bilbao Vizcaya Argentaria	EUR	SHARE	MCE	"110,432.0"
B00FM5	Banco Bradesco SA Pfd	Bradesco Pfd N1	BRL	PREFEQ	BSP	"87,274.0"
BZBZVC	Banco BTG Pactual SA Units Cons of 1 Sh + 2 Pfd Shs A	Banco BTG Pactual	BRL	UNIT	BSP	#N/A
210084	Banco de Chile	Banco de Chile	CLP	SHARE	SGO	#N/A
206935	Banco de Credito e Inversiones	Banco de Credito	CLP	SHARE	SGO	#N/A
232859	Banco do Brasil S.A.	Banco do Brasil	BRL	SHARE	BSP	"84,597.0"
B4V5RY	Banco Santander (Brasil) S.A. Units Cons of 1 Sh + 1 Pfd Sh	Santander Br Uts N2	BRL	UNIT	BSP	"48,834.0"
570594	"Banco Santander, S.A."	Banco Santander	EUR	SHARE	MCE	"197,070.0"
200025	Banco Santander-Chile	Banco Santander Chile	CLP	SHARE	SGO	"10,470.0"
BJ62LW	Bancolombia SA Bancolombia Pfd	Bancolombia Pfd	COP	PREFEQ	BOG	"29,955.0"
B0JDQD	BANDAI NAMCO Holdings Inc.	BANDAI NAMCO Holdings	JPY	SHARE	TKS	"9,550.0"
BG1SV4	Bandhan Bank Ltd.	Bandhan Bank	INR	SHARE	BOM	"49,445.0"
BJYD49	"Bangkok Commercial Asset Management Public Co., Ltd."	Bangkok Commercial Asset Management	THB	SHARE	BKK	#N/A
BLZGSL	Bangkok Dusit Medical Services Public Co. Ltd.	Bangkok Dusit Medical	THB	SHARE	BKK	#N/A
BYV76L	Bangkok Expressway and Metro Public Company Limited	Bangkok Expressway and Metro	THB	SHARE	BKK	#N/A
B12LZP	Bank Albilad	ALBILAD	SAR	SHARE	SAU	"4,472.0"
B12LZQ	Bank Aljazira	BJAZ	SAR	SHARE	SAU	"3,177.0"
607580	Bank Hapoalim BM	Bank Hapoalim BM (IL)	ILS	SHARE	TAE	"8,535.0"
607642	Bank Leumi Le-Israel Ltd.	Bank Leumi	ILS	SHARE	TAE	"8,516.0"
229567	Bank of America Corp	Bank of America	USD	SHARE	NYS	"208,000.0"
B15456	Bank of China Limited Class H	Bank of China H	HKD	SHARE	HKG	"306,322.0"
B0B8Z2	"Bank of Communications Co., Ltd. Class H"	Bank of Communications H	HKD	SHARE	HKG	"90,238.0"
207600	Bank of Montreal	Bank of Montreal	CAD	SHARE	TSE	"43,863.0"
B1Z77F	Bank of New York Mellon Corp	Bank of New York Mellon	USD	SHARE	NYS	"49,100.0"
207628	Bank of Nova Scotia	Bank of Nova Scotia	CAD	SHARE	TSE	"89,488.0"
607496	Bank of the Philippine Islands	BPI	PHP	SHARE	PHS	"18,619.0"
547311	BANK POLSKA KASA OPIEKI SA	BANK POLSKA KASA OPIEKI	PLN	SHARE	WAR	"14,702.0"
B12LZT	Banque Saudi Fransi	Banque Saudi Fransi	SAR	SHARE	SAU	"2,997.0"
313486	Barclays PLC	Barclays	GBP	SHARE	LON	"81,600.0"
008118	Barratt Developments PLC	Barratt Developments	GBP	SHARE	LON	"6,329.0"
202464	Barrick Gold Corporation	Barrick Gold	CAD	SHARE	TSE	#N/A
547692	Barry Callebaut AG	Barry Callebaut	CHF	SHARE	SWX	"12,783.0"
B0YTG2	Barwa Real Estate Co.	Barwa Real Estate	QAR	SHARE	DSMD	#N/A
508657	BASF SE	BASF	EUR	SHARE	ETR	"111,047.0"
BNNTGJ	"Bath & Body Works, Inc."	Bath & Body Works	USD	SHARE	NYS	"56,900.0"
208510	Baxter International Inc.	Baxter Intl	USD	SHARE	NYS	"60,000.0"
506921	Bayer AG	Bayer	EUR	SHARE	ETR	"99,637.0"
575602	Bayerische Motoren Werke AG	BMW	EUR	SHARE	ETR	"118,909.0"
B9N3SQ	BB Seguridade Participacoes SA	BB Seguridade	BRL	SHARE	BSP	188.0
B188TH	BCE Inc.	BCE	CAD	SHARE	TSE	"49,781.0"
B5VJH7	"BDO Unibank, Inc."	BDO Unibank	PHP	SHARE	PHS	"38,756.0"
593240	Bechtle AG	Bechtle	EUR	SHARE	ETR	"13,240.0"
BYM406	Becle Sab De Cv	Becle	MXN	SHARE	MEX	"8,422.0"
208780	"Becton, Dickinson and Company"	"Becton, Dickinson"	USD	SHARE	NYS	"75,000.0"
510740	Beiersdorf AG	Beiersdorf	EUR	SHARE	ETR	"20,567.0"
620842	"Beijing Capital International Airport Co., Ltd. Class H"	BCIA H	HKD	SHARE	HKG	"1,567.0"
608169	Beijing Enterprises Holdings Limited	Beijing Enterprises Hldgs	HKD	SHARE	HKG	"37,000.0"
B01YCG	Beijing Enterprises Water Group Limited	Beijing Enterprises Water	HKD	SHARE	HKG	"17,888.0"
B02JV6	Benefit One Inc.	Benefit One	JPY	SHARE	TKS	860.0
BMC1PR	"Bentley Systems, Incorporated Class B"	Bentley Systems B	USD	SHARE	NAS	#N/A
BV8TBJ	Berger Paints India Limited	Berger Paints India	INR	SHARE	BOM	"7,471.0"
BLJNXL	Berkeley Group Holdings plc	Berkeley Group Holdings	GBP	SHARE	LON	"2,705.0"
207339	Berkshire Hathaway Inc. Class B	Berkshire Hathaway B	USD	SHARE	NYS	"372,000.0"
609401	Berli Jucker Public Co. Ltd.	Berli Jucker	THB	SHARE	BKK	#N/A
209467	"Best Buy Co., Inc."	Best Buy	USD	SHARE	NYS	"105,000.0"
BD95QN	"BGF retail CO., LTD."	BGF Retail	KRW	SHARE	KRX	"2,778.0"
BF1THH	Bharat Electronics Limited	Bharat Electronics	INR	SHARE	BOM	"13,645.0"
B0C1DM	Bharat Forge Ltd	Bharat Forge	INR	SHARE	BOM	"6,528.0"
609972	Bharat Petroleum Corporation Limited	Bharat Petroleum	INR	SHARE	BOM	"32,701.0"
644232	Bharti Airtel Limited	Bharti Airtel	INR	SHARE	BOM	"48,600.0"
614469	BHP Group Ltd	BHP Group	AUD	SHARE	ASX	#N/A
BZBFKT	Bid Corporation Limited	Bid	ZAR	SHARE	JSE	"22,552.0"
610008	Bidvest Group Limited	Bidvest Group	ZAR	SHARE	JSE	"121,344.0"
BKDS4H	"Bill.com Holdings, Inc."	Bill com Holdings	USD	SHARE	NYS	"1,384.0"
B0D000	BIM Birlesik Magazalar A.S.	BIM Birlesik Magazalar	TRY	SHARE	IST	"70,197.0"
209850	"Bio-Rad Laboratories, Inc. Class A"	Bio-Rad Laboratories A	USD	SHARE	NYS	"7,900.0"
BSHZ3Q	Bio-Techne Corporation	Bio-Techne	USD	SHARE	NAS	"2,600.0"
674125	Biocon Limited	Biocon	INR	SHARE	BOM	"13,609.0"
